N,종목명,현재가,전일비,등락률,액면가,시가,고가,저가
569.0,PLUS K방산,18385.0,하락  275,-1.47%,0.0,18640.0,18895.0,18225.0
570.0,이연제약,12560.0,하락  220,-1.72%,500.0,12600.0,12770.0,12400.0
571.0,KOSEF 인도Nifty50(합성),25900.0,상승  200,+0.78%,0.0,26040.0,26135.0,25785.0
572.0,KODEX 테슬라커버드콜채권혼합액티브,10025.0,하락  40,-0.40%,0.0,10060.0,10065.0,10010.0
573.0,신세계 I&C,15180.0,상승  120,+0.80%,500.0,16040.0,17680.0,15120.0
574.0,잇츠한불,10560.0,하락  450,-4.09%,500.0,11090.0,11540.0,10500.0
575.0,TIGER 은행고배당플러스TOP10,13645.0,하락  145,-1.05%,0.0,13790.0,13800.0,13560.0
576.0,NH투자증권우,12250.0,하락  80,-0.65%,5000.0,12240.0,12280.0,12160.0
577.0,SOL 미국배당다우존스(H),11260.0,하락  25,-0.22%,0.0,11295.0,11295.0,11255.0
578.0,한국화장품제조,50900.0,"하락  1,800",-3.42%,500.0,52400.0,52400.0,50100.0
579.0,TIMEFOLIO 미국나스닥100액티브,27960.0,하락  390,-1.38%,0.0,28190.0,28350.0,27010.0
580.0,RISE KOFR금리액티브(합성),102345.0,상승  35,+0.03%,0.0,102350.0,102355.0,102345.0
581.0,콜마홀딩스,6670.0,하락  100,-1.48%,500.0,6630.0,6760.0,6510.0
582.0,YG PLUS,3605.0,하락  65,-1.77%,500.0,3655.0,3655.0,3545.0
583.0,TIGER 투자등급회사채액티브,114320.0,상승  40,+0.04%,0.0,114175.0,114320.0,114005.0
584.0,신대양제지,5670.0,하락  160,-2.74%,500.0,5820.0,5820.0,5630.0
585.0,대원전선,3035.0,상승  45,+1.51%,500.0,2955.0,3090.0,2920.0
586.0,광주신세계,28550.0,하락  800,-2.73%,1000.0,29100.0,29100.0,28400.0
587.0,스카이라이프,4775.0,하락  285,-5.63%,2500.0,4830.0,4900.0,4735.0
588.0,TIGER 미국나스닥100TR(H),17550.0,하락  105,-0.59%,0.0,17605.0,17605.0,17540.0
589.0,신한 인버스0.5X S&P500 VIX S/T선물 ETN,37715.0,상승  395,+1.06%,0.0,37420.0,37885.0,37375.0
590.0,대성에너지,8200.0,하락  300,-3.53%,1000.0,8360.0,8360.0,8170.0
591.0,흥국화재,3510.0,상승  210,+6.36%,5000.0,3235.0,3950.0,3170.0
592.0,이지스밸류리츠,4375.0,상승  30,+0.69%,1000.0,4345.0,4385.0,4310.0
593.0,HDC랩스,8670.0,하락  20,-0.23%,500.0,8570.0,8700.0,8400.0
594.0,대덕,6640.0,하락  60,-0.90%,500.0,6670.0,6720.0,6620.0
595.0,케이씨,16600.0,하락  140,-0.84%,500.0,16730.0,16730.0,16330.0
596.0,다올투자증권,3665.0,상승  355,+10.73%,5000.0,3310.0,3675.0,3310.0
597.0,JW홀딩스,3015.0,하락  65,-2.11%,500.0,3005.0,3030.0,2945.0
598.0,HD현대에너지솔루션,19890.0,하락  100,-0.50%,5000.0,20500.0,20500.0,19800.0
599.0,KPX홀딩스,52400.0,"하락  1,800",-3.32%,5000.0,52600.0,53000.0,51800.0
600.0,환인제약,11880.0,하락  260,-2.14%,500.0,12130.0,12130.0,11800.0
601.0,DB금융투자,5200.0,하락  200,-3.70%,5000.0,5400.0,5400.0,5140.0
602.0,도화엔지니어링,6540.0,하락  220,-3.25%,500.0,6750.0,6750.0,6510.0
603.0,SK증권,465.0,하락  8,-1.69%,500.0,472.0,473.0,465.0
604.0,ACE 국고채10년,89115.0,상승  75,+0.08%,0.0,89145.0,89145.0,88660.0
605.0,SOL AI반도체소부장,9775.0,상승  35,+0.36%,0.0,9720.0,10065.0,9715.0
606.0,TIGER 글로벌AI액티브,19045.0,하락  105,-0.55%,0.0,19100.0,19270.0,19000.0
607.0,LS네트웍스,2765.0,상승  10,+0.36%,5000.0,2710.0,2770.0,2660.0
608.0,GS글로벌,2635.0,하락  65,-2.41%,2500.0,2655.0,2695.0,2610.0
609.0,코리아써키트,9180.0,하락  30,-0.33%,500.0,9090.0,9440.0,9020.0
610.0,주성코퍼레이션,4100.0,보합0,0.00%,500.0,0.0,0.0,0.0
611.0,세방,11120.0,하락  260,-2.28%,500.0,11280.0,11280.0,10950.0
612.0,휴스틸,3805.0,하락  60,-1.55%,1000.0,3835.0,3880.0,3785.0
613.0,RISE 200TR,17740.0,하락  40,-0.22%,0.0,17780.0,17830.0,17600.0
614.0,TIGER 미국S&P500동일가중,11035.0,상승  10,+0.09%,0.0,11030.0,11195.0,11030.0
615.0,하이트진로홀딩스,9200.0,하락  470,-4.86%,5000.0,9310.0,9490.0,9160.0
616.0,대교,2520.0,하락  55,-2.14%,500.0,2560.0,2575.0,2510.0
617.0,대한제분,126200.0,"하락  2,200",-1.71%,5000.0,127200.0,128000.0,125500.0
618.0,KPX케미칼,43850.0,"하락  1,900",-4.15%,5000.0,44000.0,44300.0,43400.0
619.0,한화갤러리아,1088.0,하락  32,-2.86%,500.0,1120.0,1122.0,1079.0
620.0,일양약품,11050.0,하락  200,-1.78%,2500.0,11000.0,11190.0,10930.0
621.0,TIGER 27-04회사채(A+이상)액티브,51955.0,보합0,0.00%,0.0,51955.0,51955.0,51910.0
622.0,이월드,1475.0,하락  33,-2.19%,1000.0,1501.0,1508.0,1473.0
623.0,SOL 26-12 회사채(AA-이상)액티브,50625.0,상승  15,+0.03%,0.0,50620.0,50625.0,50585.0
624.0,KODEX 200액티브,9235.0,하락  35,-0.38%,0.0,9250.0,9270.0,9175.0
625.0,ACE 미국S&P500채권혼합액티브,13215.0,하락  5,-0.04%,0.0,13175.0,13400.0,13175.0
626.0,RISE 비메모리반도체액티브,9325.0,상승  70,+0.76%,0.0,9280.0,9530.0,9280.0
627.0,삼부토건,905.0,하락  12,-1.31%,1000.0,897.0,920.0,884.0
628.0,한솔제지,8680.0,하락  210,-2.36%,5000.0,8880.0,8880.0,8600.0
629.0,일성아이에스,15400.0,하락  750,-4.64%,1000.0,15580.0,15770.0,15200.0
630.0,한농화성,13080.0,하락  230,-1.73%,500.0,13220.0,13480.0,13020.0
631.0,RISE ESG사회책임투자,12015.0,상승  35,+0.29%,0.0,12010.0,12025.0,11915.0
632.0,TIGER 반도체,29770.0,상승  290,+0.98%,0.0,29480.0,30290.0,29465.0
633.0,코오롱ENP,5300.0,하락  280,-5.02%,1000.0,5510.0,5570.0,5250.0
634.0,삼화전기,30450.0,상승  150,+0.50%,1000.0,30300.0,31650.0,30050.0
635.0,KODEX 차이나항셍테크,7375.0,상승  15,+0.20%,0.0,7435.0,7505.0,7310.0
636.0,한투 레버리지 S&P500 선물 ETN(H),40035.0,하락  315,-0.78%,0.0,40250.0,40250.0,40035.0
637.0,AJ네트웍스,4420.0,하락  265,-5.66%,1000.0,4500.0,4545.0,4365.0
638.0,넥스틸,7680.0,하락  720,-8.57%,500.0,7750.0,7920.0,7660.0
639.0,KSS해운,8550.0,하락  320,-3.61%,500.0,8750.0,8760.0,8350.0
640.0,삼영전자,9850.0,하락  200,-1.99%,500.0,9940.0,10170.0,9700.0
641.0,SOL 미국30년국채커버드콜(합성),9845.0,상승  35,+0.36%,0.0,9890.0,9980.0,9845.0
642.0,남선알미늄,1511.0,하락  69,-4.37%,500.0,1581.0,1614.0,1498.0
643.0,TYM,4320.0,하락  75,-1.71%,2500.0,4415.0,4490.0,4295.0
644.0,제이에스코퍼레이션,14190.0,하락  550,-3.73%,100.0,14550.0,14550.0,13930.0
645.0,일성건설,3590.0,상승  85,+2.43%,500.0,3605.0,3800.0,3435.0
646.0,신한서부티엔디리츠,3465.0,하락  75,-2.12%,1000.0,3490.0,3490.0,3405.0
647.0,하나제약,10890.0,하락  190,-1.71%,500.0,10880.0,11110.0,10810.0
648.0,알루코,1991.0,하락  29,-1.44%,500.0,1982.0,2025.0,1974.0
649.0,RISE 수소경제테마,8190.0,하락  90,-1.09%,0.0,8255.0,8305.0,8120.0
650.0,KODEX 미국나스닥100레버리지(합성 H),12860.0,하락  170,-1.30%,0.0,12980.0,12985.0,12860.0
651.0,TIGER 미국테크TOP10 INDXX(H),15705.0,하락  135,-0.85%,0.0,15805.0,15805.0,15705.0
652.0,HLB글로벌,3895.0,상승  85,+2.23%,500.0,3800.0,3980.0,3795.0
653.0,동성케미컬,3800.0,하락  135,-3.43%,1000.0,3830.0,3860.0,3745.0
654.0,KODEX 코리아밸류업,9355.0,하락  35,-0.37%,0.0,9370.0,9405.0,9300.0
655.0,LG헬로비전,2410.0,하락  85,-3.41%,2500.0,2495.0,2495.0,2390.0
656.0,ACE 미국달러SOFR금리(합성),12100.0,상승  25,+0.21%,0.0,12075.0,12240.0,12075.0
657.0,조선내화,15630.0,하락  60,-0.38%,500.0,15690.0,15690.0,15410.0
658.0,TIGER 화장품,2610.0,하락  45,-1.69%,0.0,2650.0,2670.0,2575.0
659.0,일진홀딩스,3750.0,하락  170,-4.34%,1000.0,3820.0,3880.0,3740.0
660.0,성신양회,7540.0,하락  260,-3.33%,5000.0,7640.0,7770.0,7480.0
661.0,KODEX TRF3070,13585.0,하락  25,-0.18%,0.0,13560.0,13615.0,13540.0
662.0,BYC,29350.0,하락  50,-0.17%,500.0,29150.0,29850.0,29150.0
663.0,에이블씨엔씨,7040.0,하락  390,-5.25%,500.0,7210.0,7370.0,6910.0
664.0,TIGER 미국S&P500선물(H),65125.0,하락  230,-0.35%,0.0,65295.0,65295.0,65090.0
665.0,동아지질,13520.0,하락  100,-0.73%,500.0,13750.0,14500.0,13470.0
666.0,웅진씽크빅,1565.0,하락  5,-0.32%,500.0,1581.0,1581.0,1540.0
667.0,미원홀딩스,77700.0,"하락  1,400",-1.77%,500.0,79900.0,79900.0,77700.0
668.0,무학,6320.0,하락  280,-4.24%,200.0,6550.0,6550.0,6300.0
669.0,한미글로벌,16350.0,하락  490,-2.91%,500.0,16750.0,16900.0,16210.0
670.0,한국공항,56500.0,"하락  1,400",-2.42%,5000.0,57200.0,57500.0,55900.0
671.0,동국씨엠,5980.0,하락  100,-1.64%,5000.0,6020.0,6020.0,5860.0
672.0,ACE 미국빅테크7+데일리타겟커버드콜(합성),12945.0,상승  45,+0.35%,0.0,12870.0,13085.0,12870.0
673.0,LG우,59000.0,하락  400,-0.67%,5000.0,58900.0,59300.0,58800.0
674.0,KODEX 단기변동금리부채권액티브,112900.0,상승  35,+0.03%,0.0,112875.0,112900.0,112875.0
675.0,경보제약,7440.0,보합0,0.00%,500.0,0.0,0.0,0.0
676.0,방림,4195.0,하락  80,-1.87%,500.0,4255.0,4400.0,4065.0
677.0,일신방직,7600.0,하락  110,-1.43%,500.0,7530.0,7710.0,7470.0
678.0,RISE 단기국공채액티브,111515.0,상승  10,+0.01%,0.0,111500.0,111515.0,111495.0
679.0,KODEX 골드선물(H),16015.0,상승  50,+0.31%,0.0,16015.0,16035.0,15990.0
680.0,코오롱,13950.0,하락  700,-4.78%,5000.0,14400.0,14400.0,13900.0
681.0,HANARO Fn K-반도체,9055.0,상승  90,+1.00%,0.0,8965.0,9155.0,8960.0
682.0,JW생명과학,11100.0,하락  270,-2.37%,2500.0,11060.0,11140.0,10940.0
683.0,경농,8980.0,하락  120,-1.32%,500.0,9040.0,9090.0,8890.0
684.0,진양홀딩스,3135.0,하락  55,-1.72%,500.0,3100.0,3170.0,3040.0
685.0,조일알미늄,1378.0,하락  22,-1.57%,500.0,1400.0,1416.0,1378.0
686.0,경방,6350.0,상승  70,+1.11%,500.0,6250.0,6350.0,6250.0
687.0,동화약품,6210.0,하락  160,-2.51%,1000.0,6330.0,6350.0,6200.0
688.0,사조산업,34650.0,하락  450,-1.28%,5000.0,34650.0,35050.0,34250.0
689.0,TIGER CD금리플러스액티브(합성),1000655.0,상승  275,+0.03%,0.0,1000655.0,1000655.0,1000650.0
690.0,인스코비,1450.0,상승  36,+2.55%,500.0,1388.0,1470.0,1388.0
691.0,해태제과식품,5940.0,하락  380,-6.01%,500.0,6200.0,6270.0,5900.0
692.0,롯데하이마트,7320.0,하락  170,-2.27%,5000.0,7450.0,7470.0,7170.0
693.0,TIGER 글로벌비만치료제TOP2Plus,9920.0,상승  30,+0.30%,0.0,9915.0,10015.0,9870.0
694.0,노루홀딩스,12940.0,하락  200,-1.52%,500.0,13090.0,13090.0,12550.0
695.0,TIGER 차이나CSI300,10515.0,하락  15,-0.14%,0.0,10595.0,10670.0,10515.0
696.0,포스코스틸리온,28650.0,하락  950,-3.21%,5000.0,29050.0,29500.0,28600.0
697.0,RISE 국고채3년선물인버스,109550.0,상승  55,+0.05%,0.0,109625.0,109655.0,109550.0
698.0,삼화페인트,6300.0,하락  240,-3.67%,500.0,6480.0,6480.0,6240.0
699.0,무림P&P,2730.0,상승  155,+6.02%,2500.0,2570.0,2835.0,2485.0
700.0,코람코더원리츠,4205.0,하락  25,-0.59%,500.0,4240.0,4240.0,4205.0
701.0,SOL 미국배당미국채혼합50,10580.0,상승  15,+0.14%,0.0,10565.0,10700.0,10565.0
702.0,미원화학,76900.0,"하락  1,600",-2.04%,1000.0,78500.0,78500.0,76900.0
703.0,CJ제일제당 우,127200.0,"하락  1,600",-1.24%,5000.0,128800.0,128800.0,127000.0
704.0,히어로즈 CD금리액티브(합성),105735.0,상승  20,+0.02%,0.0,105730.0,105735.0,105730.0
705.0,현대비앤지스틸,11170.0,하락  280,-2.45%,5000.0,11250.0,11540.0,10900.0
706.0,한세예스24홀딩스,4205.0,하락  255,-5.72%,500.0,4345.0,4345.0,4185.0
707.0,제일약품,11430.0,하락  310,-2.64%,500.0,11560.0,11680.0,11390.0
708.0,KODEX 2차전지산업레버리지,1200.0,하락  9,-0.74%,0.0,1199.0,1235.0,1161.0
709.0,콘텐트리중앙,8690.0,하락  450,-4.92%,5000.0,9140.0,9140.0,8620.0
710.0,삼익THK,7970.0,하락  220,-2.69%,500.0,8120.0,8160.0,7880.0
711.0,동양,700.0,하락  56,-7.41%,500.0,740.0,741.0,690.0
712.0,코오롱글로벌,8790.0,하락  110,-1.24%,5000.0,8700.0,8970.0,8700.0
713.0,TIGER 미국필라델피아AI반도체나스닥,11275.0,하락  50,-0.44%,0.0,11325.0,11435.0,11250.0
714.0,강남제비스코,25550.0,하락  350,-1.35%,1000.0,25650.0,25650.0,24550.0
715.0,일신석재,2140.0,상승  10,+0.47%,500.0,2125.0,2205.0,2070.0
716.0,SOL 200TR,11700.0,하락  65,-0.55%,0.0,11770.0,11770.0,11620.0
717.0,삼성전기우,56700.0,"하락  1,000",-1.73%,5000.0,57100.0,57500.0,56000.0
718.0,SOL 미국AI소프트웨어,13725.0,하락  55,-0.40%,0.0,13705.0,13900.0,13695.0
719.0,한국석유,12940.0,하락  360,-2.71%,500.0,13170.0,13390.0,12940.0
720.0,TIGER 코스피,25040.0,하락  120,-0.48%,0.0,25155.0,25200.0,24865.0
721.0,한투 인버스 2X 코스닥150선물 ETN,8130.0,상승  165,+2.07%,0.0,8285.0,8285.0,7865.0
722.0,RISE 25-06 은행채(AA+이상)액티브,50975.0,상승  15,+0.03%,0.0,50970.0,50975.0,50955.0
723.0,TIGER 글로벌혁신블루칩TOP10,16470.0,하락  70,-0.42%,0.0,16620.0,16675.0,16340.0
724.0,현대리바트,7850.0,하락  140,-1.75%,1000.0,7980.0,7980.0,7740.0
725.0,한독,11700.0,하락  300,-2.50%,500.0,12000.0,12020.0,11600.0
726.0,TIGER 미국테크TOP10채권혼합,13080.0,하락  115,-0.87%,0.0,13355.0,13360.0,13080.0
727.0,KODEX 미국달러선물인버스2X,5080.0,하락  45,-0.88%,0.0,5110.0,5110.0,4960.0
728.0,진원생명과학,1993.0,하락  4,-0.20%,1000.0,1990.0,2020.0,1979.0
729.0,ACE 단기통안채,100350.0,상승  10,+0.01%,0.0,100345.0,100360.0,100340.0
730.0,코오롱모빌리티그룹,2525.0,상승  90,+3.70%,500.0,2400.0,2775.0,2350.0
731.0,노루페인트,7920.0,하락  330,-4.00%,500.0,8140.0,8140.0,7900.0
732.0,대동전자,15040.0,보합0,0.00%,500.0,0.0,0.0,0.0
733.0,한국제지,828.0,상승  8,+0.98%,1000.0,813.0,832.0,813.0
734.0,TIGER 인도빌리언컨슈머,10505.0,상승  90,+0.86%,0.0,10415.0,10595.0,10400.0
735.0,대유플러스,1984.0,보합0,0.00%,500.0,0.0,0.0,0.0
736.0,NPC,4270.0,하락  100,-2.29%,500.0,4375.0,4375.0,4215.0
737.0,RISE 글로벌자산배분액티브,13015.0,상승  25,+0.19%,0.0,12990.0,13030.0,12975.0
738.0,KEC,777.0,하락  12,-1.52%,500.0,778.0,799.0,769.0
739.0,일진다이아,10950.0,하락  570,-4.95%,1000.0,11420.0,11590.0,10380.0
740.0,미창석유,89000.0,하락  900,-1.00%,5000.0,89800.0,90300.0,87000.0
741.0,서연,6590.0,하락  150,-2.23%,500.0,6720.0,6720.0,6400.0
742.0,효성화학,40700.0,"하락  1,350",-3.21%,5000.0,41300.0,43350.0,40500.0
743.0,TIGER 미국나스닥100TR채권혼합Fn,13035.0,하락  10,-0.08%,0.0,13050.0,13145.0,13020.0
744.0,페이퍼코리아,860.0,상승  38,+4.62%,500.0,808.0,860.0,808.0
745.0,SG글로벌,3395.0,하락  250,-6.86%,500.0,3460.0,3560.0,3350.0
746.0,S-Oil우,37900.0,하락  700,-1.81%,2500.0,38350.0,38350.0,37700.0
747.0,TIGER 차이나과창판STAR50(합성),8335.0,하락  65,-0.77%,0.0,8370.0,8635.0,8335.0
748.0,그린케미칼,6310.0,하락  330,-4.97%,500.0,6640.0,6690.0,6260.0
749.0,모나용평,3145.0,하락  80,-2.48%,5000.0,3210.0,3210.0,3060.0
750.0,한양증권,11880.0,"하락  1,320",-10.00%,5000.0,12620.0,12790.0,11800.0
751.0,신라교역,9450.0,하락  540,-5.41%,500.0,9780.0,9780.0,9430.0
752.0,신원,1460.0,하락  117,-7.42%,500.0,1543.0,1558.0,1441.0
753.0,삼양통상,49700.0,"하락  1,100",-2.17%,5000.0,50300.0,50300.0,49150.0
754.0,에스엠벡셀,1340.0,하락  11,-0.81%,500.0,1359.0,1361.0,1310.0
755.0,TIGER 미국채10년선물,12730.0,상승  60,+0.47%,0.0,12765.0,12900.0,12700.0
756.0,ACE 26-06 회사채(AA-이상)액티브,10870.0,하락  10,-0.09%,0.0,10875.0,10880.0,10870.0
757.0,KODEX TDF2050액티브,14580.0,상승  10,+0.07%,0.0,14580.0,14725.0,14575.0
758.0,대신증권2우B,14830.0,하락  150,-1.00%,5000.0,14960.0,14970.0,14630.0
759.0,삼성 인버스 2X WTI원유 선물 ETN,99.0,상승  1,+1.02%,0.0,98.0,101.0,98.0
760.0,RISE 25-11 회사채(AA-이상)액티브,52475.0,상승  20,+0.04%,0.0,52460.0,52475.0,52460.0
761.0,유니켐,1520.0,상승  2,+0.13%,500.0,1518.0,1552.0,1490.0
762.0,서흥,12740.0,하락  280,-2.15%,500.0,13010.0,13010.0,12560.0
763.0,KODEX 장기종합채권(AA-이상)액티브,99710.0,하락  135,-0.14%,0.0,99685.0,99910.0,99130.0
764.0,신세계푸드,38000.0,"하락  1,050",-2.69%,5000.0,40450.0,43250.0,37650.0
765.0,PLUS 국고채10년액티브,54810.0,상승  15,+0.03%,0.0,54780.0,54810.0,54580.0
766.0,대성산업,3250.0,하락  20,-0.61%,5000.0,3245.0,3300.0,3180.0
767.0,삼성출판사,14700.0,하락  360,-2.39%,500.0,15060.0,15240.0,14500.0
768.0,토니모리,6060.0,하락  240,-3.81%,200.0,6300.0,6310.0,6000.0
769.0,ACE 엔비디아채권혼합블룸버그,22425.0,하락  25,-0.11%,0.0,22430.0,22500.0,22390.0
770.0,금호석유우,48200.0,"하락  2,300",-4.55%,5000.0,49000.0,49450.0,47650.0
771.0,SOL 25-09 회사채(AA-이상)액티브,53470.0,상승  10,+0.02%,0.0,53465.0,53470.0,53460.0
772.0,AK홀딩스,10970.0,하락  160,-1.44%,5000.0,11130.0,11200.0,10930.0
773.0,TIGER 글로벌온디바이스AI,11025.0,하락  60,-0.54%,0.0,11085.0,11170.0,10995.0
774.0,태경산업,4930.0,하락  260,-5.01%,500.0,5010.0,5060.0,4880.0
775.0,NH올원리츠,3360.0,하락  135,-3.86%,500.0,3375.0,3375.0,3340.0
776.0,경동인베스트,60800.0,"하락  2,100",-3.34%,5000.0,62900.0,72900.0,60500.0
777.0,TIGER 국고채30년스트립액티브,58590.0,하락  620,-1.05%,0.0,59360.0,59360.0,57785.0
778.0,퍼스텍,2925.0,하락  45,-1.52%,500.0,2970.0,2980.0,2905.0
779.0,ACE 엔비디아밸류체인액티브,10075.0,상승  20,+0.20%,0.0,10035.0,10220.0,10035.0
780.0,KODEX 미국S&P500선물(H),27150.0,하락  90,-0.33%,0.0,27220.0,27225.0,27115.0
781.0,교촌에프앤비,5700.0,하락  180,-3.06%,500.0,5810.0,5880.0,5500.0
782.0,디아이씨,3650.0,하락  15,-0.41%,500.0,3670.0,3720.0,3570.0
783.0,이지스레지던스리츠,3850.0,하락  105,-2.65%,1000.0,3840.0,3875.0,3835.0
784.0,대창단조,4965.0,하락  165,-3.22%,500.0,5050.0,5090.0,4885.0
785.0,한국주철관,6220.0,하락  310,-4.75%,500.0,6210.0,6360.0,6170.0
786.0,TIGER 미국MSCI리츠(합성 H),12800.0,하락  10,-0.08%,0.0,12980.0,12980.0,12780.0
787.0,오리엔트바이오,1190.0,하락  38,-3.09%,500.0,1250.0,1267.0,1125.0
788.0,삼성제약,1498.0,하락  13,-0.86%,500.0,1513.0,1545.0,1495.0
789.0,효성ITX,12200.0,하락  340,-2.71%,500.0,12380.0,12380.0,12190.0
790.0,신세계건설,18110.0,상승  10,+0.06%,5000.0,18100.0,18200.0,18080.0
791.0,티와이홀딩스,2770.0,하락  100,-3.48%,500.0,2830.0,2840.0,2745.0
792.0,TIGER 미국투자등급회사채액티브(H),48505.0,상승  180,+0.37%,0.0,48450.0,48520.0,48410.0
793.0,유수홀딩스,5340.0,하락  60,-1.11%,2500.0,5310.0,5370.0,5300.0
794.0,TIGER BBIG,5875.0,하락  55,-0.93%,0.0,5925.0,5945.0,5805.0
795.0,대한화섬,103900.0,하락  700,-0.67%,5000.0,104800.0,104800.0,102700.0
796.0,SOL 미국테크TOP10,14140.0,하락  85,-0.60%,0.0,14230.0,14330.0,14140.0
797.0,한투 코스피 양매도 5% OTM ETN,9145.0,보합0,0.00%,0.0,9145.0,9145.0,9145.0
798.0,SK디앤디,7360.0,하락  320,-4.17%,1000.0,7570.0,7590.0,7280.0
799.0,사조동아원,968.0,하락  25,-2.52%,500.0,991.0,992.0,959.0
800.0,이수화학,6000.0,하락  120,-1.96%,5000.0,6000.0,6170.0,5980.0
801.0,금호에이치티,636.0,하락  2,-0.31%,500.0,638.0,639.0,624.0
802.0,신흥,14300.0,보합0,0.00%,500.0,14460.0,14460.0,14220.0
803.0,태림포장,1914.0,하락  31,-1.59%,500.0,1926.0,1944.0,1913.0
804.0,KODEX 바이오,7550.0,하락  135,-1.76%,0.0,7680.0,7715.0,7515.0
805.0,ACE 미국WideMoat동일가중,28220.0,하락  180,-0.63%,0.0,28400.0,28595.0,28220.0
806.0,아시아나IDT,12100.0,하락  320,-2.58%,500.0,12240.0,12460.0,12060.0
807.0,선진,5590.0,하락  90,-1.58%,500.0,5670.0,5670.0,5460.0
808.0,미래에셋 코스피 양매도 5% OTM ETN,8820.0,보합0,0.00%,0.0,8820.0,8820.0,8820.0
809.0,SOL 미국S&P500,18375.0,하락  25,-0.14%,0.0,18415.0,18645.0,18375.0
810.0,STX,4265.0,하락  80,-1.84%,2500.0,4295.0,4365.0,4200.0
811.0,이구산업,3940.0,하락  65,-1.62%,500.0,3950.0,3995.0,3865.0
812.0,디씨엠,11500.0,하락  210,-1.79%,500.0,11700.0,11700.0,11500.0
813.0,RISE 2차전지액티브,6270.0,하락  115,-1.80%,0.0,6415.0,6435.0,6225.0
814.0,메리츠 3X 레버리지 국채30년 ETN,65380.0,"하락  1,220",-1.83%,0.0,66500.0,66500.0,63615.0
815.0,CJ우,57600.0,하락  400,-0.69%,5000.0,57700.0,57900.0,57000.0
816.0,삼성물산우B,88500.0,하락  800,-0.90%,100.0,89200.0,89200.0,87400.0
817.0,KODEX 한국부동산리츠인프라,4580.0,상승  10,+0.22%,0.0,4595.0,4605.0,4575.0
818.0,태경케미컬,11190.0,하락  140,-1.24%,500.0,11180.0,11350.0,11000.0
819.0,KODEX 미국서학개미,20235.0,하락  190,-0.93%,0.0,20370.0,20540.0,20235.0
820.0,ACE 25-06 회사채(AA-이상)액티브,10735.0,보합0,0.00%,0.0,10735.0,10735.0,10725.0
821.0,ACE 미국500데일리타겟커버드콜(합성),11370.0,상승  55,+0.49%,0.0,11310.0,11500.0,11310.0
822.0,우진,6320.0,하락  180,-2.77%,500.0,6450.0,6450.0,6210.0
823.0,KH 필룩스,6630.0,보합0,0.00%,500.0,0.0,0.0,0.0
824.0,KODEX 미국나스닥100데일리커버드콜OTM,10865.0,하락  80,-0.73%,0.0,10915.0,11025.0,10865.0
825.0,에이프로젠바이오로직스,636.0,하락  8,-1.24%,500.0,645.0,653.0,627.0
826.0,KODEX 미국배당커버드콜액티브,12245.0,상승  30,+0.25%,0.0,12215.0,12405.0,12210.0
827.0,유화증권,2220.0,하락  75,-3.27%,1000.0,2275.0,2275.0,2200.0
828.0,KB 블룸버그 인버스2X 천연가스선물 ETN(H),50325.0,상승  25,+0.05%,0.0,52135.0,53375.0,50320.0
829.0,자이에스앤디,3230.0,하락  55,-1.67%,1000.0,3285.0,3285.0,3205.0
830.0,삼영,3680.0,하락  100,-2.65%,500.0,3795.0,3795.0,3610.0
831.0,TIGER 바이오TOP10,7040.0,하락  35,-0.49%,0.0,7100.0,7125.0,6950.0
832.0,1Q 현대차그룹채권(A+이상)&국고통안,50300.0,하락  15,-0.03%,0.0,50305.0,50305.0,50300.0
833.0,태경비케이,4490.0,하락  215,-4.57%,500.0,4660.0,4730.0,4415.0
834.0,한솔테크닉스,3855.0,하락  60,-1.53%,5000.0,3915.0,3925.0,3820.0
835.0,벽산,1824.0,하락  50,-2.67%,500.0,1870.0,1870.0,1810.0
836.0,극동유화,3515.0,하락  170,-4.61%,500.0,3595.0,3595.0,3480.0
837.0,TIGER 미국AI빅테크10,12440.0,하락  75,-0.60%,0.0,12515.0,12605.0,12425.0
838.0,디와이파워,11070.0,하락  370,-3.23%,500.0,11330.0,11330.0,10930.0
839.0,동성제약,4680.0,보합0,0.00%,1000.0,4635.0,4695.0,4495.0
840.0,KIB플러그에너지,515.0,보합0,0.00%,500.0,0.0,0.0,0.0
841.0,만호제강,29400.0,하락  100,-0.34%,1000.0,29500.0,30100.0,28800.0
842.0,TIGER 미국나스닥100레버리지(합성),28320.0,하락  335,-1.17%,0.0,28555.0,29185.0,28320.0
843.0,아모레G3우(전환),17150.0,하락  200,-1.15%,500.0,17300.0,17320.0,17000.0
844.0,키다리스튜디오,3275.0,하락  25,-0.76%,500.0,3235.0,3350.0,3235.0
845.0,미래에셋 인버스 2X 코스닥150 선물 ETN,8075.0,상승  145,+1.83%,0.0,7930.0,8220.0,7810.0
846.0,TIGER 미국AI빅테크10타겟데일리커버드콜,11680.0,하락  70,-0.60%,0.0,11815.0,11850.0,11680.0
847.0,한투 나스닥 100 ETN,24155.0,하락  15,-0.06%,0.0,24155.0,24310.0,24140.0
848.0,제일파마홀딩스,7560.0,하락  420,-5.26%,500.0,7980.0,8010.0,7560.0
849.0,종근당바이오,21950.0,상승  50,+0.23%,2500.0,21800.0,22150.0,21400.0
850.0,조선선재,95600.0,하락  200,-0.21%,500.0,94800.0,96200.0,94400.0
851.0,PLUS 국공채머니마켓액티브,50585.0,상승  10,+0.02%,0.0,50580.0,50585.0,50580.0
